Event Date,Physical Injury Incurred? Level of Care,Type of Person Affected,Occupational category of Person Impacted,Type of Violence,Primary Assault Description ,Immediate Actions (Reported),Contributing Factors (Reported),Nature of Injury,Location of Injury on Body,Emotional and/or Psychological Impact,Assault Description,Care/Service Area,Department,OSHA Recordable?,Law Enforcement Contacted,Charges Pressed
1/21/2025,No,Employee,Registered Nurse,Threat of Violence,  ,Chemical Restraint/Medication administered; De-escalation techniques; Law Enforcement involved/notified; Physical Restraints utilized; Treatment Provided,Action by Patient/Resident; Altered Mental Status; Organization - Presence of Boarder Patient/Different Service; Patient - Lack of Compliance/Adherence; Psychiatric Bed Unavailable; Self-Injurious Behavior; Staff - Inadequate System for Covering Patient Care; Staff - Insufficient Staff; Inpatient Bed Unavailable; Organization - Inadequate Bed Availability; Patient - Lack of Understanding; Staff - Scheduling Issues,  ,,  ,"involuntary hold blue paper patient began experiencing sudden delusions, active psychosis, visual hallucinations, requiring medical attention and management. Provider called after assessment's (to verify pt was not hypoxic or hypoglycemic) for medication and action orders.? im and po medication orders obtained.? pt extremely hostile, refusing to cooperate.? 2 staff members present in department with additional sitter.? no security officers present in hospital due to staffing issues.? pt also threatening violence to staff and elopement.? AOC notified for request for police presence giving the high likelihood of escalation following medication administration.? provider agrees given staffing shortage and high likelihood of violence as well as refusal of consent that further support needed to maintain safe environment for both patient and staff.? Greenville police notified and response time was roughly 20 minutes. im injection performed once sufficient risk management strategies implemented.? Pt did attempt to strike staff and bite staff during medication administration. pt tolerated medication administration poorly.??",Emergency Department,Emergency Department,,  ,
1/16/2025,No,"Affiliate (contracted staff, student)",Other,Abuse/Assault (Physical),  ,Reported to department leader,Action by Patient/Resident,  ,,  ,"Patient , punched staff member,  CNA, multiple times in my presence and per CNA statement multiple times prior to my entrance into patient's room. Per CNA statement, patient became upset when she was putting a tab brief on her. She then kicked her nonskid slippers off in my presence as well, intentional noncompliance as she was going to ambulate back to the bed from the bathroom. She again punched CNA and attempted to punch this nurse. This nurse redirected patient, assuring her that violence/abuse would not be tolerated. Unable to reason with patient as behaviors continued. Once patient safely transferred to bed, she threw her pillow into the floor and would not allow the CNA to cover her with blankets. Bed alarmed for safety. Call light in reach.?",Patient Unit - Medical/Surgical,Medical Surgical Unit,,  ,
1/28/2025,No,Employee,CNA,Abuse/Assault (Physical),  ,De-escalation techniques; Reported to department leader,Action by Patient/Resident; Patient - Lack of Compliance/Adherence,  ,,  ,"Patient  , punched staff member,  CNA, multiple times in my presence and per CNA statement multiple times prior to my entrance into patient's room. Per CNA statement, patient became upset when she was putting a tab brief on her. This nurse redirected patient, assuring her that violence/abuse would not be tolerated and called security. Unable to reason with patient as behaviors continued. Pt verbalized that she understood that purposefully putting her hands on someone else was abuse. Pt then stated that she, ""don't give a shit."" Pt reminded that this has been occurring frequently, and these types of behaviors are not appreciated, nor should they be tolerated. Once patient safely transferred to bed, she threw her blankets back uncovering herself. Bed alarmed for safety. Call light in reach. CNA stated that patient hit her hand against the toilet paper holder when swinging at her.?

I thought this was a no violence tolerated facility!!?",Patient Unit - Medical/Surgical,Medical Surgical Unit,,  ,
1/23/2025,No,Employee,CNA,Abuse/Assault (Physical),Kicking/Hitting/Beating,De-escalation techniques; Reported to department leader,Action by Patient/Resident,  ,,  ,"Patient,  became upset at this nurse because I did not administer apple juice with P.M. medications. I explained to PT that her blood glucose was high and that was the reason she did not receive apple juice due to the high amount of carbohydrates. She yelled, ""You suck!"", as she threw her coloring book into the floor.? This nurse again tried to redirect her and educate her regarding elevated blood sugars. She yelled, ""I don't give a shit! You're a bitch!"" She then kicked the bedside table away and after spilling the water, she threw the remainder of the cup of water into the chair next to her. I picked up the coloring book and placed it within reach of her. I removed the crayons from the table due to the water on top of the table. Patient stating, ""I'm going to get my damn crayons! They are my fucking crayons."" Pt attempted to get up without assist and was instructed to sit back down so she did not fall due to the water being on the floor. She was told the crayons would be moved from reach until such time as the mess was cleaned up. Patient yelling, ""I'm going to get my damn crayons! They are my fucking crayons."" She continued to yell, curse at staff, and throw items across the room until  , nursing supervisor intervened. There were other patients in the day room at the time of occurrence. Patient cautioned about possible harm coming to other patients due to her aggressive behaviors.?",Patient Unit - Medical/Surgical,Medical Surgical Unit,,  ,
1/7/2025,No,Employee,REGISTERED NURSE II,Abuse/Assault (Verbal),Harassment,No Action,Patient - Lack of Compliance/Adherence,  ,,  ,"Pt .  verbally abusive to nursing staff walking out into the hallway and yelling ""Fuck you both"" and flipping off the nursing staff. Pt was loud enough to scare an elderly woman patient next door. Pt has been ringing call bell nonstop even when all needs are met and nurse just leaves room. Patient asked not to wheel out in hall during the night as to not disturb other patients. This was in response to that.?",Patient Unit - Medical/Surgical,Medical Surgical Unit,,  ,
1/21/2025,No,"Affiliate (contracted staff, student)",Other,Abuse/Assault (Physical),  ,De-escalation techniques,Action by Patient/Resident,  ,,  ,"PT physically assaulted, CNA  . CNA attempting to provide incontinence care and change patient's brief. CNA was instructed by this nurse to apply a pullup with a peri pad inside d/t patient becoming upset with staff regarding wearing a tab brief secondary to increased incontinence. Pt has allowed this particular arrangement over the last few nights but became increasingly upset last evening. This nurse could hear her cursing at CNA through a closed doorway and down the hallway. Upon my entrance into patient's room, patient was actively hitting CNA and kicking at her. CNA completed incontinence care with this nurse's supervision. Pt pulling brief off with force when her watch came loose from her wrist and landed on the bathroom floor. she continued to be resistant to care, kicked slippers off, tore part of brief off when assisted into bed. She extended her middle finger and said, ""You both are bitches!""?
This nurse allowed cool down period and then attempted to redirect from negative behaviors. Pt seemed to calm down and later called to toilet with no further behaviors until approximately 0600, when patient began yelling that she was owed a watch. She continued to yell, curse at staff, and throw items across the room.?",Patient Unit - Medical/Surgical,Medical Surgical Unit,,  ,
1/21/2025,No,Employee,REGISTERED NURSE II,Abuse/Assault (Physical),  ,Chemical Restraint/Medication administered; De-escalation techniques; Safety Alert Button Activated,Action by Patient/Resident; Altered Mental Status; Long Term Care /SNF Bed Unavailable,  ,,  ,Pt who has dementia at baseline has not been sleeping and getting increasingly more agitated/confused/having hallucinations. RN was in room and called out for help. I ran in to find the patient grasping her wrists tightly and twisting. I was able to get him to let go of her wrists. We both stepped back from him since he was grabbing at us. I was discussing next steps of care with the RN when the pt kicked me in the stomach. It wasn't very hard but made contact. I didn't feel it necessary to be seen in the ER/by provider. Strongline activated. Security responded and helped administer Haldol IM.,Patient Unit - Cardiac Tele/Intermediate Care,Cardiac Unit - P6,,  ,
1/3/2025,Yes,Employee,EMT- ADVANCED,Abuse/Assault (Physical),  ,De-escalation techniques,Altered Mental Status; Patient - Lack of Compliance/Adherence,Bruise/Contusion; Pain,,  ,"Requested transport a pt back to Stillwater. Nursing Staff sits pt up to get him to stand up. While pt was sitting up on the side of the bed, staff and I try to help pt stand up. PT swings out arms to get us away and strikes me in the center of the chest.?",Patient Unit - Cardiac Tele/Intermediate Care,Cardiac Unit - P6,,  ,
1/15/2025,No,Employee,Staff Nurse,Abuse/Assault (Physical),  ,No Action,Patient - Lack of Understanding; Patient - Language Barrier,  ,,  ,"Around 1400, pt was pacing around the mileu, a social worker was in the mileu with pt. Pt started to escalate and slapped the social worker in the face. This RN and security went over to the mileu to check on the social worker and pt. While this RN was walking through the mileu, the pt struck this RN in the back of the neck. Pt was able to de-escalate verbally.?",Emergency Department,Emergency Department,,  ,
1/23/2025,Unknown,Employee,Other,Sexual Contact,  ,Reported to department leader,Action by Patient/Resident,  ,,  ,I was drawing the patient labs. He made an inappropriate comment about his hand being near my genital area. He then attempted to grab me there.,Emergency Department,Emergency Department,,  ,
1/30/2025,Unknown,"Affiliate (contracted staff, student)",  ,Alleged Abuse/Assault,  ,Unknown,Action by Patient/Resident,  ,,  ,"On Thursday January 30, 2025 at approximately 0830 Security reported that the patient on the adolescent assaulted his DHHS worker by making multiple attempts to swipe at her face and made attempts to kick her leg. Security enter the ED ESA adolescent side to deter the patient from continuing to assault the DHHS worker. At approximately 0834 the patient attempts to kick Security in the leg this is when Security suggests to the DHHS worker that they clear the adolescent side to allow the patient to deescalate. At approximately 0835 the patient hits their knee and head off the half wall on the ED ESA adolescent side repeatedly causing unknown injuries to themself. At approximately 0836 (Staff Nurse, Emergency Department), (Staff Nurse, Emergency Department), (Psychiatric Technician, Emergency Department), (Psychiatric Technician, Emergency Department),  and Security enter the Ed ESA adolescent side to attempt and deescalate the patient with food and the TV. At approximately 0837 the patient charged (RN) and hit her in the face, Security then stepped in between and stopped the patient from any further attempted assaults on medical staff. The patient then attempted to kick Security. At approximately 0838 Medical staff and Security clears the ED ESA adolescent side. No Medical treatment was needed, No EAP, and No charges were pressed for the individuals involved. ",Emergency Department,Emergency Department,,  ,
