Event Date,Facility Type,Department/Office Incident Took Place,Occupational Category of Person Affected,Aggressor,Type of Violence,Primary Contributing Factors,Severity of Assault,Primary Assault Description,Assault Description,Emotional and/ or Psychological Impact,Level of Care Needed,Response Action Taken,Split Roles,General Role,General Violence_Category,General Location,General Advanced Location,General Severity Category,General Severity Numerical,General Emotional Numerical
10/15/2024,Other,,Administration/Support Services,Outpatient,Verbal,N/A or Unknown,,Screaming or Yelling; Unwelcome or Offensive Language/Gestures,,,,De-escalation Techniques Utilized,Administration/Support Services,Admin/Management,Verbal Abuse,Other,Other,Unknown,,
10/15/2024,Other,,,Outpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/15/2024,Other,,Administration/Support Services,Outpatient,Verbal,N/A or Unknown,,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,Notified Supervisor,Administration/Support Services,Admin/Management,Verbal Abuse,Other,Other,Unknown,,
10/15/2024,Other,,Allied Health/Technologist,Outpatient,Verbal,N/A or Unknown,,"Gender / Sexist Comments; Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",,,,De-escalation Techniques Utilized; Notified Supervisor,Allied Health/Technologist,Allied Health,Verbal Abuse,Other,Other,Unknown,,
10/15/2024,Other,,,Outpatient,Verbal,,,Threat of Violence,,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/15/2024,Other,,,Other,Physical,,Moderate,Grabbed; Scratched,,None,Other (please specify),Behavioral Expectations Reviewed,,,Physical Violence,Other,Other,Moderate,2.0,0.0
10/15/2024,Other,,,Other,Verbal,,,"Profane, Lewd or Aggressive Language",,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/15/2024,Other,,,Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language",,,,Called 911; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/15/2024,Other,,,Outpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence",,,,De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/16/2024,Other,,,Outpatient,Verbal,,,Intimidation; Screaming or Yelling,,,,De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/14/2024,Other,,,Outpatient,Written/Digital,,,"Intimidation; Profane, Lewd or Aggressive Language; Threat of Violence; Unwelcome or Offensive Language/Gestures",,,,De-escalation Techniques Utilized; Notified Supervisor,,,Written/Digital,Other,Other,Unknown,,
10/16/2024,Other,,,Outpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security,,,Verbal Abuse,Other,Other,Unknown,,
10/16/2024,Other,,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Long Term Care/SNF Bed Unavailable,,Slapped,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,"Nurse (RN, LPN, LNA)",Nurse,Physical Violence,Other,Other,Unknown,,
10/16/2024,Other,,,Other,Verbal,,,"Gender / Sexist Comments; Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/16/2024,Other,,"Nurse (RN, LPN, LNA)",Inpatient,Physical,,,Pushing/shoving ; Unwelcome or Offensive Touching,,,,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Notified Security,"Nurse (RN, LPN, LNA)",Nurse,Physical Violence,Other,Other,Unknown,,
10/16/2024,ED,,,Inpatient,Physical,,Mild,Bitten,,Mild,,Behavioral Expectations Reviewed; Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Security; Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Mild,1.0,1.0
10/17/2024,Other,,Other,Inpatient,Physical,,Moderate,Scratched,,None,ED,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,Other,Other,Physical Violence,Other,Other,Moderate,2.0,0.0
10/17/2024,Other,,,Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
10/17/2024,Other,,"Nurse (RN, LPN, LNA)",Inpatient,Physical,,,Intimidation; Kicked; Pushed; Threat of Violence,,,,Called Code Gray; De-escalation Techniques Utilized; Notified Supervisor,"Nurse (RN, LPN, LNA)",Nurse,Physical Violence,Other,Other,Unknown,,
10/17/2024,Other,,Allied Health/Technologist,Inpatient,Physical,,,Grabbed,,,,De-escalation Techniques Utilized,Allied Health/Technologist,Allied Health,Physical Violence,Other,Other,Unknown,,
10/17/2024,SCU,,Physician/APP,Inpatient,Physical,,,Bitten; Hit w/ Fist,,,,Called Code Gray; De-escalation Techniques Utilized; Notified Supervisor,Physician/APP,Physician/APP,Physical Violence,Special Care Unit,Clinical Unit,Unknown,,
10/17/2024,ED,,,Inpatient,Physical,,,Hit w/ Object,,,,Behavioral Expectations Reviewed; Called Code Gray; Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/17/2024,ED,,,Inpatient,Physical,,Other,Kicked; Threat of Violence,,Mild,Other (please specify),Called Code Gray; De-escalation Techniques Utilized; Mechanical Restraint; Notified Security; Notified Supervisor; Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Other,,1.0
10/17/2024,BC,,,Inpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Threat of Violence",,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources,,,Verbal Abuse,BC,Clinical Unit,Unknown,,
10/17/2024,Other,,,Other,Property Damage/Vandalism,,,Aggression Toward an Inanimate Object; Also was very aggressive towards me,,,,De-escalation Techniques Utilized; Notified Supervisor,,,Property Damage,Other,Other,Unknown,,
10/18/2024,Other,,,Outpatient,Physical,,Other,Grabbed; Threat of Violence,,Mild,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,Physical Violence,Other,Other,Other,,1.0
10/18/2024,Other,,Other,Outpatient,Verbal,N/A or Unknown,,Unwelcome or Offensive Language/Gestures,,,,De-escalation Techniques Utilized,Other,Other,Verbal Abuse,Other,Other,Unknown,,
10/19/2024,ED,,,Outpatient,Physical,,,Hit w/ Fist; Intimidation; Kicked; Pushed; Scratched; Threat of Violence,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security,,,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/19/2024,ED,,,Inpatient,Physical,,,Assault w/ Bodily Fluids; Grabbed; Hit w/ Fist; Kicked; Scratched; Threat of Violence,,,,Behavioral Expectations Reviewed; Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/19/2024,ED,,,Inpatient,Physical,,Moderate,Intimidation; Scratched; Threat of Violence,,None,ED,Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Security; Notified Supervisor; Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Moderate,2.0,0.0
10/19/2024,ED,,,Inpatient,Physical,,Other,Tripped and taken to the ground ,,None,,Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Other,,0.0
10/19/2024,ED,,,Inpatient,Physical,,Mild,Hit w/ Fist,,Moderate,,Behavioral Expectations Reviewed; Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Mild,1.0,2.0
10/19/2024,Other,,,Inpatient,Physical,,,Hit w/ Fist,,,,De-escalation Techniques Utilized; Mechanical Restraint; Notified Supervisor; Physical Hold,,,Physical Violence,Other,Other,Unknown,,
10/19/2024,ED,,,Outpatient,Verbal,,,Threat of Violence,,,,De-escalation Techniques Utilized,,,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
10/20/2024,Other,,,Visitor,Written/Digital,,,,,,,,,,Written/Digital,Other,Other,Unknown,,
10/20/2024,ED,,,Outpatient,Verbal,,,Unwelcome or Offensive Language/Gestures,,,,De-escalation Techniques Utilized,,,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
10/16/2024,Other,,,Outpatient,Verbal,,,Unwelcome or Offensive Language/Gestures,,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/21/2024,Other,,,Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Threat of Violence",,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/21/2024,Other,,,Outpatient,Physical,,Mild,Aggression Toward an Inanimate Object; Bitten; Grabbed; Kicked; Scratched; Slapped,,None,Other (please specify),De-escalation Techniques Utilized; Notified Supervisor; Physical Hold,,,Physical Violence,Other,Other,Mild,1.0,0.0
10/21/2024,SCU,,,Inpatient,Physical,,,Kicked,,,,Notified Clinical Physician Resources,,,Physical Violence,Special Care Unit,Clinical Unit,Unknown,,
10/21/2024,Other,,Administration/Support Services,Outpatient,Verbal,N/A or Unknown,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,De-escalation Techniques Utilized; Notified Supervisor,Administration/Support Services,Admin/Management,Verbal Abuse,Other,Other,Unknown,,
10/22/2024,Other,,,Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
10/22/2024,Other,,,Outpatient,Verbal,,,unkind rudeness,,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
10/22/2024,Other,,Allied Health/Technologist,Outpatient,Verbal,N/A or Unknown,,"Gender / Sexist Comments; Profane, Lewd or Aggressive Language",,,,De-escalation Techniques Utilized,Allied Health/Technologist,Allied Health,Verbal Abuse,Other,Other,Unknown,,
10/22/2024,Other,,,Outpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence",,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
10/22/2024,Other,,,Inpatient,Verbal,,,Intimidation,,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
10/23/2024,ED,,,Other,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,Notified Supervisor,,,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
10/23/2024,Other,,,Outpatient,Verbal,,,Gender / Sexist Comments,,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/21/2024,Other,,,Outpatient,Physical,,Other,Bitten; Kicked; Scratched,,None,Other (please specify),De-escalation Techniques Utilized; Notified Supervisor; Physical Hold,,,Physical Violence,Other,Other,Other,,0.0
10/23/2024,Med/Surg/Inpatient,,,Inpatient,Physical,,,Grabbed; Pushed,,,,Called Code Gray; De-escalation Techniques Utilized,,,Physical Violence,Med/Surg/Inpatient,Clinical Unit,Unknown,,
10/23/2024,Other,,,Outpatient,Physical,,Other,Choked,,Moderate,Other (please specify),De-escalation Techniques Utilized,,,Physical Violence,Other,Other,Other,,2.0
10/23/2024,Other,,,Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/24/2024,ED,,,Inpatient,Physical,,Other,Pushed,,None,ED,Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Other,,0.0
10/24/2024,Other,,,Outpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",,,,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/24/2024,ED,,,Inpatient,Written/Digital,,,Intimidation; recording RN without consent ,,,,De-escalation Techniques Utilized; Notified Supervisor,,,Written/Digital,ED/ER,Clinical Unit,Unknown,,
10/24/2024,ED,,,Inpatient,Physical,,Mild,Hair Pulling,,Moderate,,De-escalation Techniques Utilized; Notified Security,,,Physical Violence,ED/ER,Clinical Unit,Mild,1.0,2.0
10/17/2024,BC,,,Inpatient,Physical,,Moderate,Threat of Violence,,Moderate,ED,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Physical Hold,,,Physical Violence,BC,Clinical Unit,Moderate,2.0,2.0
10/25/2024,Other,,Other,Inpatient,Physical,,,Assault w/ Bodily Fluids,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,Other,Other,Physical Violence,Other,Other,Unknown,,
10/25/2024,Other,,,Outpatient,Verbal,,,Screaming or Yelling,,,,De-escalation Techniques Utilized; Notified Clinical Physician Resources,,,Verbal Abuse,Other,Other,Unknown,,
10/25/2024,ED,,,Inpatient,Physical,,,Hair Pulling,,,,Chemical Restraint; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/25/2024,Other,,,Outpatient,Physical,,Moderate,Bitten,,None,,Behavioral Expectations Reviewed,,,Physical Violence,Other,Other,Moderate,2.0,0.0
10/25/2024,Other,,,Outpatient,Physical,,Moderate,Scratched,,None,,De-escalation Techniques Utilized,,,Physical Violence,Other,Other,Moderate,2.0,0.0
10/25/2024,Other,,,Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/25/2024,ED,,,Inpatient,Physical,,,Grabbed,,,,De-escalation Techniques Utilized; Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/25/2024,Other,,,Outpatient,Verbal,,,Intimidation; Stalking type behaviour; Unwelcome or Offensive Language/Gestures,,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
10/25/2024,BC,,,Inpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures",,,,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Physical Hold,,,Verbal Abuse,BC,Clinical Unit,Unknown,,
10/26/2024,ED,,Allied Health/Technologist,Inpatient,Physical,,,Hair Pulling,,,,De-escalation Techniques Utilized,Allied Health/Technologist,Allied Health,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/26/2024,Other,,"Nurse (RN, LPN, LNA)",Inpatient,Physical,,,Hit w/ Fist,,,,Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Physical Hold,"Nurse (RN, LPN, LNA)",Nurse,Physical Violence,Other,Other,Unknown,,
10/26/2024,ED,,,Inpatient,Physical,,,Choked,,,,De-escalation Techniques Utilized; Notified Security,,,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/26/2024,ED,,,Outpatient,Physical,,,Grabbed; Hair Pulling; Scratched; Slapped,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/27/2024,ED,,"Nurse (RN, LPN, LNA)",Outpatient,Verbal,,,Intimidation; Threat of Violence,,,,Called Code Gray; De-escalation Techniques Utilized; Seclusion,"Nurse (RN, LPN, LNA)",Nurse,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
10/27/2024,ED,,,Inpatient,Physical,,,Unwelcome or Offensive Touching,,,,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security,,,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/27/2024,Other,,"Nurse (RN, LPN, LNA)",Visitor,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,De-escalation Techniques Utilized; Notified Supervisor,"Nurse (RN, LPN, LNA)",Nurse,Verbal Abuse,Other,Other,Unknown,,
10/25/2024,BC,,,Inpatient,Verbal,,,Intimidation,,,,Notified Supervisor,,,Verbal Abuse,BC,Clinical Unit,Unknown,,
10/25/2024,Other,,"Nurse (RN, LPN, LNA)",Inpatient,Verbal,,,"Filming of staff without consent; Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,"Nurse (RN, LPN, LNA)",Nurse,Verbal Abuse,Other,Other,Unknown,,
10/28/2024,Other,,,Outpatient,Written/Digital,,,ongoing behavior and threatening legal action,,,,Behavioral Expectations Reviewed; Notified Supervisor,,,Written/Digital,Other,Other,Unknown,,
10/28/2024,Other,,,Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language",,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/28/2024,Med/Surg/Inpatient,,,Inpatient,Physical,,,Hit w/ Fist,,,,De-escalation Techniques Utilized; Notified Supervisor,,,Physical Violence,Med/Surg/Inpatient,Clinical Unit,Unknown,,
10/29/2024,Other,,,Outpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
10/29/2024,Other,,,Outpatient,Physical,,Mild,Bitten,,None,,De-escalation Techniques Utilized,,,Physical Violence,Other,Other,Mild,1.0,0.0
10/29/2024,Other,,,Outpatient,Verbal,,,Screaming or Yelling; Threat of Violence,,,,Notified Clinical Physician Resources; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/29/2024,Other,,,,Unknown,,,,,,,,,,Unknown,Other,Other,Unknown,,
10/29/2024,Other,,"Nurse (RN, LPN, LNA)",Resident (LTC),Physical,,Moderate,Grabbed,,Moderate,Other (please specify),Notified Security; Notified Supervisor,"Nurse (RN, LPN, LNA)",Nurse,Physical Violence,Other,Other,Moderate,2.0,2.0
10/29/2024,Other,,"Nurse (RN, LPN, LNA)",Resident (LTC),Physical,,,Grabbed; Pushed,,,,Notified Security; Notified Supervisor,"Nurse (RN, LPN, LNA)",Nurse,Physical Violence,Other,Other,Unknown,,
10/29/2024,ED,,,Outpatient,Verbal,,,Screaming or Yelling; Threat of Violence,,,,Notified Security,,,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
10/29/2024,BC,,,Inpatient,Verbal,,,"Gender / Sexist Comments; Intimidation; Profane, Lewd or Aggressive Language; Racial / Cultural Comments; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,Verbal Abuse,BC,Clinical Unit,Unknown,,
10/29/2024,BC,,,Inpatient,Property Damage/Vandalism,,,Aggression Toward an Inanimate Object,,,,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold; Seclusion,,,Property Damage,BC,Clinical Unit,Unknown,,
10/29/2024,BC,,,Inpatient,Property Damage/Vandalism,,,Aggression Toward an Inanimate Object,,,,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Notified Security; Notified Supervisor; Physical Hold; Seclusion,,,Property Damage,BC,Clinical Unit,Unknown,,
10/30/2024,Med/Surg/Inpatient,,,Inpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Threat of Violence",,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,Unknown,,
